1 1 1
2 4 1.41421
3 9 1.73205
4 16 2
5 25 2.23607
6 36 2.44949
7 49 2.64575
8 64 2.82843
9 81 3
10 100 3.16228
11 121 3.31662
12 144 3.4641
13 169 3.60555
14 196 3.74166
15 225 3.87298
16 256 4
17 289 4.12311
18 324 4.24264
19 361 4.3589
20 400 4.47214
21 441 4.58258
22 484 4.69042
23 529 4.79583
24 576 4.89898
25 625 5
26 676 5.09902
27 729 5.19615
28 784 5.2915
29 841 5.38516
30 900 5.47723
31 961 5.56776
32 1024 5.65685
33 1089 5.74456
34 1156 5.83095
35 1225 5.91608
36 1296 6
37 1369 6.08276
38 1444 6.16441
39 1521 6.245
40 1600 6.32456
41 1681 6.40312
42 1764 6.48074
43 1849 6.55744
44 1936 6.63325
45 2025 6.7082
46 2116 6.78233
47 2209 6.85565
48 2304 6.9282
49 2401 7
50 2500 7.07107
51 2601 7.14143
52 2704 7.2111
53 2809 7.28011
54 2916 7.34847
55 3025 7.4162
56 3136 7.48331
57 3249 7.54983
58 3364 7.61577
59 3481 7.68115
60 3600 7.74597
61 3721 7.81025
62 3844 7.87401
63 3969 7.93725
64 4096 8
65 4225 8.06226
66 4356 8.12404
67 4489 8.18535
68 4624 8.24621
69 4761 8.30662
70 4900 8.3666
71 5041 8.42615
72 5184 8.48528
73 5329 8.544
74 5476 8.60233
75 5625 8.66025
76 5776 8.7178
77 5929 8.77496
78 6084 8.83176
79 6241 8.88819
80 6400 8.94427
81 6561 9
82 6724 9.05539
83 6889 9.11043
84 7056 9.16515
85 7225 9.21954
86 7396 9.27362
87 7569 9.32738
88 7744 9.38083
89 7921 9.43398
90 8100 9.48683
91 8281 9.53939
92 8464 9.59166
93 8649 9.64365
94 8836 9.69536
95 9025 9.74679
96 9216 9.79796
97 9409 9.84886
98 9604 9.89949
99 9801 9.94987
100 10000 10
101 10201 10.0499
102 10404 10.0995
103 10609 10.1489
104 10816 10.198
105 11025 10.247
106 11236 10.2956
107 11449 10.3441
108 11664 10.3923
109 11881 10.4403
110 12100 10.4881
111 12321 10.5357
112 12544 10.583
113 12769 10.6301
114 12996 10.6771
115 13225 10.7238
116 13456 10.7703
117 13689 10.8167
118 13924 10.8628
119 14161 10.9087
120 14400 10.9545
121 14641 11
122 14884 11.0454
123 15129 11.0905
124 15376 11.1355
125 15625 11.1803
126 15876 11.225
127 16129 11.2694
128 16384 11.3137
129 16641 11.3578
130 16900 11.4018
131 17161 11.4455
132 17424 11.4891
133 17689 11.5326
134 17956 11.5758
135 18225 11.619
136 18496 11.6619
137 18769 11.7047
138 19044 11.7473
139 19321 11.7898
140 19600 11.8322
141 19881 11.8743
142 20164 11.9164
143 20449 11.9583
144 20736 12
145 21025 12.0416
146 21316 12.083
147 21609 12.1244
148 21904 12.1655
149 22201 12.2066
150 22500 12.2474
151 22801 12.2882
152 23104 12.3288
153 23409 12.3693
154 23716 12.4097
155 24025 12.4499
156 24336 12.49
157 24649 12.53
158 24964 12.5698
159 25281 12.6095
160 25600 12.6491
161 25921 12.6886
162 26244 12.7279
163 26569 12.7671
164 26896 12.8062
165 27225 12.8452
166 27556 12.8841
167 27889 12.9228
168 28224 12.9615
169 28561 13
170 28900 13.0384
171 29241 13.0767
172 29584 13.1149
173 29929 13.1529
174 30276 13.1909
175 30625 13.2288
176 30976 13.2665
177 31329 13.3041
178 31684 13.3417
179 32041 13.3791
180 32400 13.4164
181 32761 13.4536
182 33124 13.4907
183 33489 13.5277
184 33856 13.5647
185 34225 13.6015
186 34596 13.6382
187 34969 13.6748
188 35344 13.7113
189 35721 13.7477
190 36100 13.784
191 36481 13.8203
192 36864 13.8564
193 37249 13.8924
194 37636 13.9284
195 38025 13.9642
196 38416 14
197 38809 14.0357
198 39204 14.0712
199 39601 14.1067
200 40000 14.1421
201 40401 14.1774
202 40804 14.2127
203 41209 14.2478
204 41616 14.2829
205 42025 14.3178
206 42436 14.3527
207 42849 14.3875
208 43264 14.4222
209 43681 14.4568
210 44100 14.4914
211 44521 14.5258
212 44944 14.5602
213 45369 14.5945
214 45796 14.6287
215 46225 14.6629
216 46656 14.6969
217 47089 14.7309
218 47524 14.7648
219 47961 14.7986
220 48400 14.8324
221 48841 14.8661
222 49284 14.8997
223 49729 14.9332
224 50176 14.9666
225 50625 15
226 51076 15.0333
227 51529 15.0665
228 51984 15.0997
229 52441 15.1327
230 52900 15.1658
231 53361 15.1987
232 53824 15.2315
233 54289 15.2643
234 54756 15.2971
235 55225 15.3297
236 55696 15.3623
237 56169 15.3948
238 56644 15.4272
239 57121 15.4596
240 57600 15.4919
241 58081 15.5242
242 58564 15.5563
243 59049 15.5885
244 59536 15.6205
245 60025 15.6525
246 60516 15.6844
247 61009 15.7162
248 61504 15.748
249 62001 15.7797
250 62500 15.8114
